Output Data: 
StormID : AL011851  	Storm Name :                	Date range is : 18510625 - 18510628 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :1  
StormID : EP071951  	Storm Name :                	Date range is : 19510911 - 19510915 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP081951  	Storm Name :                	Date range is : 19510923 - 19510928 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP091951  	Storm Name :                	Date range is : 19511127 - 19511130 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP011952  	Storm Name :                	Date range is : 19520529 - 19520531 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP021952  	Storm Name :                	Date range is : 19520612 - 19520616 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP031952  	Storm Name :                	Date range is : 19520719 - 19520721 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP041952  	Storm Name :                	Date range is : 19520724 - 19520727 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP051952  	Storm Name :                	Date range is : 19520915 - 19520922 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP061952  	Storm Name :                	Date range is : 19520926 - 19520928 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP071952  	Storm Name :                	Date range is : 19521013 - 19521015 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP011953  	Storm Name :                	Date range is : 19530825 - 19530827 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP021953  	Storm Name :                	Date range is : 19530909 - 19530910 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP031953  	Storm Name :                	Date range is : 19530914 - 19530917 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP041953  	Storm Name :                	Date range is : 19531002 - 19531008 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP011954  	Storm Name :                	Date range is : 19540618 - 19540622 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP021954  	Storm Name :                	Date range is : 19540710 - 19540716 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP031954  	Storm Name :                	Date range is : 19540712 - 19540717 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP041954  	Storm Name :                	Date range is : 19540725 - 19540801 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP051954  	Storm Name :                	Date range is : 19540902 - 19540909 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP061954  	Storm Name :                	Date range is : 19540905 - 19540908 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP071954  	Storm Name :                	Date range is : 19540915 - 19540921 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP081954  	Storm Name :                	Date range is : 19540921 - 19540927 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP091954  	Storm Name :                	Date range is : 19540927 - 19541001 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP101954  	Storm Name :                	Date range is : 19541012 - 19541014 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP111954  	Storm Name :                	Date range is : 19541026 - 19541101 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP011955  	Storm Name :                	Date range is : 19550606 - 19550608 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP021955  	Storm Name :                	Date range is : 19550608 - 19550611 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP031955  	Storm Name :                	Date range is : 19550706 - 19550709 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP041955  	Storm Name :                	Date range is : 19550901 - 19550905 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP051955  	Storm Name :                	Date range is : 19551001 - 19551004 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP061955  	Storm Name :                	Date range is : 19551015 - 19551016 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP011956  	Storm Name :                	Date range is : 19560518 - 19560519 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP021956  	Storm Name :                	Date range is : 19560530 - 19560603 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP031956  	Storm Name :                	Date range is : 19560609 - 19560610 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP041956  	Storm Name :                	Date range is : 19560612 - 19560614 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP051956  	Storm Name :                	Date range is : 19560709 - 19560712 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP061956  	Storm Name :                	Date range is : 19560714 - 19560716 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP071956  	Storm Name :                	Date range is : 19560822 - 19560825 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP081956  	Storm Name :                	Date range is : 19560903 - 19560903 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP091956  	Storm Name :                	Date range is : 19560904 - 19560906 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP101956  	Storm Name :                	Date range is : 19560912 - 19560917 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP111956  	Storm Name :                	Date range is : 19561016 - 19561018 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP011957  	Storm Name : KANOA          	Date range is : 19570715 - 19570726 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP021957  	Storm Name :                	Date range is : 19570806 - 19570816 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :0  
StormID : EP031957  	Storm Name :                	Date range is : 19570809 - 19570815 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : CP011957  	Storm Name : DELLA          	Date range is : 19570901 - 19570912 	Highest Maximum Knots are : 110 	Date :19570912  	Time of Landfall are :0  
StormID : EP041957  	Storm Name :                	Date range is : 19570909 - 19570911 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP051957  	Storm Name :                	Date range is : 19570917 - 19570918 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP061957  	Storm Name :                	Date range is : 19570920 - 19570923 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : CP021957  	Storm Name :                	Date range is : 19570925 - 19570928 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP071957  	Storm Name :                	Date range is : 19570926 - 19570927 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP081957  	Storm Name :                	Date range is : 19571001 - 19571006 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP091957  	Storm Name :                	Date range is : 19571017 - 19571020 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP101957  	Storm Name :                	Date range is : 19571020 - 19571022 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :0  
StormID : CP031957  	Storm Name : NINA           	Date range is : 19571129 - 19571206 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP011958  	Storm Name :                	Date range is : 19580606 - 19580616 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP021958  	Storm Name :                	Date range is : 19580613 - 19580615 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP031958  	Storm Name :                	Date range is : 19580719 - 19580721 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP041958  	Storm Name :                	Date range is : 19580721 - 19580725 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP051958  	Storm Name :                	Date range is : 19580726 - 19580730 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP061958  	Storm Name :                	Date range is : 19580731 - 19580801 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : CP011958  	Storm Name :                	Date range is : 19580807 - 19580809 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP071958  	Storm Name :                	Date range is : 19580813 - 19580814 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP081958  	Storm Name :                	Date range is : 19580906 - 19580913 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :0  
StormID : EP091958  	Storm Name :                	Date range is : 19580911 - 19580912 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP101958  	Storm Name :                	Date range is : 19580930 - 19581006 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : EP111958  	Storm Name :                	Date range is : 19581014 - 19581017 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP121958  	Storm Name :                	Date range is : 19581029 - 19581030 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP011959  	Storm Name :                	Date range is : 19590610 - 19590612 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP021959  	Storm Name :                	Date range is : 19590626 - 19590628 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP031959  	Storm Name :                	Date range is : 19590716 - 19590722 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP041959  	Storm Name :                	Date range is : 19590722 - 19590725 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP051959  	Storm Name :                	Date range is : 19590729 - 19590730 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : CP011959  	Storm Name : DOT            	Date range is : 19590801 - 19590808 	Highest Maximum Knots are : 130 	Date :          	Time of Landfall are :0  
StormID : EP061959  	Storm Name :                	Date range is : 19590804 - 19590806 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP071959  	Storm Name :                	Date range is : 19590819 - 19590821 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP081959  	Storm Name :                	Date range is : 19590827 - 19590829 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP091959  	Storm Name :                	Date range is : 19590904 - 19590911 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : CP021959  	Storm Name : PATSY          	Date range is : 19590906 - 19590910 	Highest Maximum Knots are : 150 	Date :          	Time of Landfall are :0  
StormID : EP101959  	Storm Name :                	Date range is : 19590921 - 19590926 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : CP031959  	Storm Name : WANDA          	Date range is : 19590926 - 19590927 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : EP111959  	Storm Name :                	Date range is : 19591019 - 19591021 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : EP121959  	Storm Name :                	Date range is : 19591022 - 19591028 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :1  
StormID : EP011960  	Storm Name : ANNETTE        	Date range is : 19600609 - 19600612 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
